学校名称,位置,院校隶属,是否有研究生院,是否自划线,是否双一流,图标链接,url
中国舰船研究院(邯郸净化设备研究所),,河北,1,1,0,https://t1.chei.com.cn/common/xh/86221.jpg,/sch/schoolInfo--schId-367971.dhtml
山西大学,,山西,1,1,1,https://t1.chei.com.cn/common/xh/10108.jpg,/sch/schoolInfo--schId-367997.dhtml
太原科技大学,,山西,1,1,0,https://t1.chei.com.cn/common/xh/10109.jpg,/sch/schoolInfo--schId-367996.dhtml
中北大学,,山西,1,1,0,https://t1.chei.com.cn/common/xh/10110.jpg,/sch/schoolInfo--schId-367995.dhtml
太原理工大学,,山西,1,1,1,https://t1.chei.com.cn/common/xh/10112.jpg,/sch/schoolInfo--schId-367994.dhtml
山西农业大学,,山西,1,1,0,https://t1.chei.com.cn/common/xh/10113.jpg,/sch/schoolInfo--schId-367993.dhtml
山西医科大学,,山西,1,1,0,https://t1.chei.com.cn/common/xh/10114.jpg,/sch/schoolInfo--schId-367992.dhtml
长治医学院,,山西,1,1,0,https://t1.chei.com.cn/common/xh/10117.jpg,/sch/schoolInfo--schId-499721619.dhtml
山西师范大学,,山西,1,1,0,https://t1.chei.com.cn/common/xh/10118.jpg,/sch/schoolInfo--schId-367998.dhtml
太原师范学院,,山西,1,1,0,https://t1.chei.com.cn/common/xh/10119.jpg,/sch/schoolInfo--schId-688908348.dhtml
山西大同大学,,山西,1,1,0,https://t1.chei.com.cn/common/xh/10120.jpg,/sch/schoolInfo--schId-2125710548.dhtml
山西财经大学,,山西,1,1,0,https://t1.chei.com.cn/common/xh/10125.jpg,/sch/schoolInfo--schId-367987.dhtml
山西中医药大学,,山西,1,1,0,https://t1.chei.com.cn/common/xh/10809.jpg,/sch/schoolInfo--schId-8243981.dhtml
中国辐射防护研究院,,山西,1,1,0,https://t1.chei.com.cn/common/xh/82808.jpg,/sch/schoolInfo--schId-367990.dhtml
中国兵器科学研究院(北方自动控制技术研究所),,山西,1,1,0,https://t1.chei.com.cn/common/xh/83106.jpg,/sch/schoolInfo--schId-367989.dhtml
中国日用化学工业研究院,,山西,1,1,0,https://t1.chei.com.cn/common/xh/83704.jpg,/sch/schoolInfo--schId-367986.dhtml
山西省中医药研究院,,山西,1,1,0,https://t1.chei.com.cn/common/xh/87401.jpg,/sch/schoolInfo--schId-367988.dhtml
内蒙古大学,,内蒙古,1,1,1,https://t1.chei.com.cn/common/xh/10126.jpg,/sch/schoolInfo--schId-368005.dhtml
内蒙古科技大学,,内蒙古,1,1,0,https://t1.chei.com.cn/common/xh/10127.jpg,/sch/schoolInfo--schId-368001.dhtml
内蒙古工业大学,,内蒙古,1,1,0,https://t1.chei.com.cn/common/xh/10128.jpg,/sch/schoolInfo--schId-368004.dhtml
内蒙古农业大学,,内蒙古,1,1,0,https://t1.chei.com.cn/common/xh/10129.jpg,/sch/schoolInfo--schId-368003.dhtml
内蒙古医科大学,,内蒙古,1,1,0,https://t1.chei.com.cn/common/xh/10132.jpg,/sch/schoolInfo--schId-368002.dhtml
内蒙古师范大学,,内蒙古,1,1,0,https://t1.chei.com.cn/common/xh/10135.jpg,/sch/schoolInfo--schId-367999.dhtml
内蒙古民族大学,,内蒙古,1,1,0,https://t1.chei.com.cn/common/xh/10136.jpg,/sch/schoolInfo--schId-368006.dhtml
赤峰学院,,内蒙古,1,1,0,https://t1.chei.com.cn/common/xh/10138.jpg,/sch/schoolInfo--schId-499721721.dhtml
内蒙古财经大学,,内蒙古,1,1,0,https://t1.chei.com.cn/common/xh/10139.jpg,/sch/schoolInfo--schId-677501.dhtml
呼伦贝尔学院,,内蒙古,1,1,0,https://t1.chei.com.cn/common/xh/10819.jpg,/sch/schoolInfo--schId-2807892094.dhtml
内蒙古艺术学院,,内蒙古,1,1,0,https://t1.chei.com.cn/common/xh/14531.jpg,/sch/schoolInfo--schId-2311267403.dhtml
中国兵器科学研究院(内蒙金属材料研究所),,内蒙古,1,1,0,https://t1.chei.com.cn/common/xh/83102.jpg,/sch/schoolInfo--schId-368000.dhtml
辽宁大学,,辽宁,1,1,1,https://t1.chei.com.cn/common/xh/10140.jpg,/sch/schoolInfo--schId-368032.dhtml
大连理工大学,,辽宁,0,0,1,https://t1.chei.com.cn/common/xh/10141.jpg,/sch/schoolInfo--schId-368033.dhtml
沈阳工业大学,,辽宁,1,1,0,https://t1.chei.com.cn/common/xh/10142.jpg,/sch/schoolInfo--schId-368034.dhtml
沈阳航空航天大学,,辽宁,1,1,0,https://t1.chei.com.cn/common/xh/10143.jpg,/sch/schoolInfo--schId-368035.dhtml
沈阳理工大学,,辽宁,1,1,0,https://t1.chei.com.cn/common/xh/10144.jpg,/sch/schoolInfo--schId-368036.dhtml
东北大学,,辽宁,0,0,1,https://t1.chei.com.cn/common/xh/10145.jpg,/sch/schoolInfo--schId-368037.dhtml
辽宁科技大学,,辽宁,1,1,0,https://t1.chei.com.cn/common/xh/10146.jpg,/sch/schoolInfo--schId-368038.dhtml
辽宁工程技术大学,,辽宁,1,1,0,https://t1.chei.com.cn/common/xh/10147.jpg,/sch/schoolInfo--schId-368039.dhtml
辽宁石油化工大学,,辽宁,1,1,0,https://t1.chei.com.cn/common/xh/10148.jpg,/sch/schoolInfo--schId-368040.dhtml
沈阳化工大学,,辽宁,1,1,0,https://t1.chei.com.cn/common/xh/10149.jpg,/sch/schoolInfo--schId-368047.dhtml
大连交通大学,,辽宁,1,1,0,https://t1.chei.com.cn/common/xh/10150.jpg,/sch/schoolInfo--schId-368041.dhtml
大连海事大学,,辽宁,1,1,1,https://t1.chei.com.cn/common/xh/10151.jpg,/sch/schoolInfo--schId-368030.dhtml
大连工业大学,,辽宁,1,1,0,https://t1.chei.com.cn/common/xh/10152.jpg,/sch/schoolInfo--schId-368049.dhtml
沈阳建筑大学,,辽宁,1,1,0,https://t1.chei.com.cn/common/xh/10153.jpg,/sch/schoolInfo--schId-368053.dhtml
辽宁工业大学,,辽宁,1,1,0,https://t1.chei.com.cn/common/xh/10154.jpg,/sch/schoolInfo--schId-368052.dhtml
沈阳农业大学,,辽宁,1,1,0,https://t1.chei.com.cn/common/xh/10157.jpg,/sch/schoolInfo--schId-368050.dhtml
大连海洋大学,,辽宁,1,1,0,https://t1.chei.com.cn/common/xh/10158.jpg,/sch/schoolInfo--schId-368042.dhtml
中国医科大学,,辽宁,1,1,0,https://t1.chei.com.cn/common/xh/10159.jpg,/sch/schoolInfo--schId-368048.dhtml
锦州医科大学,,辽宁,1,1,0,https://t1.chei.com.cn/common/xh/10160.jpg,/sch/schoolInfo--schId-368054.dhtml
大连医科大学,,辽宁,1,1,0,https://t1.chei.com.cn/common/xh/10161.jpg,/sch/schoolInfo--schId-368046.dhtml
辽宁中医药大学,,辽宁,1,1,0,https://t1.chei.com.cn/common/xh/10162.jpg,/sch/schoolInfo--schId-368045.dhtml
沈阳药科大学,,辽宁,1,1,0,https://t1.chei.com.cn/common/xh/10163.jpg,/sch/schoolInfo--schId-368044.dhtml
沈阳医学院,,辽宁,1,1,0,https://t1.chei.com.cn/common/xh/10164.jpg,/sch/schoolInfo--schId-688908428.dhtml
辽宁师范大学,,辽宁,1,1,0,https://t1.chei.com.cn/common/xh/10165.jpg,/sch/schoolInfo--schId-368043.dhtml
沈阳师范大学,,辽宁,1,1,0,https://t1.chei.com.cn/common/xh/10166.jpg,/sch/schoolInfo--schId-368031.dhtml
渤海大学,,辽宁,1,1,0,https://t1.chei.com.cn/common/xh/10167.jpg,/sch/schoolInfo--schId-368028.dhtml
鞍山师范学院,,辽宁,1,1,0,https://t1.chei.com.cn/common/xh/10169.jpg,/sch/schoolInfo--schId-302960912.dhtml
大连外国语大学,,辽宁,1,1,0,https://t1.chei.com.cn/common/xh/10172.jpg,/sch/schoolInfo--schId-368016.dhtml
东北财经大学,,辽宁,1,1,0,https://t1.chei.com.cn/common/xh/10173.jpg,/sch/schoolInfo--schId-368015.dhtml
中国刑事警察学院,,辽宁,1,1,0,https://t1.chei.com.cn/common/xh/10175.jpg,/sch/schoolInfo--schId-368007.dhtml
沈阳体育学院,,辽宁,1,1,0,https://t1.chei.com.cn/common/xh/10176.jpg,/sch/schoolInfo--schId-368013.dhtml
沈阳音乐学院,,辽宁,1,1,0,https://t1.chei.com.cn/common/xh/10177.jpg,/sch/schoolInfo--schId-368017.dhtml
鲁迅美术学院,,辽宁,1,1,0,https://t1.chei.com.cn/common/xh/10178.jpg,/sch/schoolInfo--schId-368011.dhtml
沈阳大学,,辽宁,1,1,0,https://t1.chei.com.cn/common/xh/11035.jpg,/sch/schoolInfo--schId-368010.dhtml
大连大学,,辽宁,1,1,0,https://t1.chei.com.cn/common/xh/11258.jpg,/sch/schoolInfo--schId-368008.dhtml
沈阳工程学院,,辽宁,1,1,0,https://t1.chei.com.cn/common/xh/11632.jpg,/sch/schoolInfo--schId-302980540.dhtml
大连民族大学,,辽宁,1,1,0,https://t1.chei.com.cn/common/xh/12026.jpg,/sch/schoolInfo--schId-302981182.dhtml
沈阳铸造研究所,,辽宁,1,1,0,https://t1.chei.com.cn/common/xh/82705.jpg,/sch/schoolInfo--schId-368020.dhtml
中国航空研究院(601所),,辽宁,1,1,0,https://t1.chei.com.cn/common/xh/82903.jpg,/sch/schoolInfo--schId-368014.dhtml
中国航空研究院(606所),,辽宁,1,1,0,https://t1.chei.com.cn/common/xh/82905.jpg,/sch/schoolInfo--schId-368021.dhtml
中国航空研究院(626所),,辽宁,1,1,0,https://t1.chei.com.cn/common/xh/82929.jpg,/sch/schoolInfo--schId-368022.dhtml
沈阳化工研究院,,辽宁,1,1,0,https://t1.chei.com.cn/common/xh/83503.jpg,/sch/schoolInfo--schId-368024.dhtml
中国舰船研究院(大连测控技术研究所),,辽宁,1,1,0,https://t1.chei.com.cn/common/xh/86220.jpg,/sch/schoolInfo--schId-368025.dhtml
中共辽宁省委党校,,辽宁,1,1,0,https://t1.chei.com.cn/common/xh/89621.jpg,/sch/schoolInfo--schId-368026.dhtml
海军大连舰艇学院,,辽宁,1,1,0,https://t1.chei.com.cn/common/xh/91017.jpg,/sch/schoolInfo--schId-368027.dhtml
吉林大学,,吉林,0,0,1,https://t1.chei.com.cn/common/xh/10183.jpg,/sch/schoolInfo--schId-368065.dhtml
延边大学,,吉林,1,1,1,https://t1.chei.com.cn/common/xh/10184.jpg,/sch/schoolInfo--schId-368055.dhtml
长春理工大学,,吉林,1,1,0,https://t1.chei.com.cn/common/xh/10186.jpg,/sch/schoolInfo--schId-368064.dhtml
东北电力大学,,吉林,1,1,0,https://t1.chei.com.cn/common/xh/10188.jpg,/sch/schoolInfo--schId-368067.dhtml
长春工业大学,,吉林,1,1,0,https://t1.chei.com.cn/common/xh/10190.jpg,/sch/schoolInfo--schId-368063.dhtml
吉林建筑大学,,吉林,1,1,0,https://t1.chei.com.cn/common/xh/10191.jpg,/sch/schoolInfo--schId-368062.dhtml
吉林化工学院,,吉林,1,1,0,https://t1.chei.com.cn/common/xh/10192.jpg,/sch/schoolInfo--schId-688908505.dhtml
吉林农业大学,,吉林,1,1,0,https://t1.chei.com.cn/common/xh/10193.jpg,/sch/schoolInfo--schId-368061.dhtml
长春中医药大学,,吉林,1,1,0,https://t1.chei.com.cn/common/xh/10199.jpg,/sch/schoolInfo--schId-368060.dhtml
东北师范大学,,吉林,0,0,1,https://t1.chei.com.cn/common/xh/10200.jpg,/sch/schoolInfo--schId-368059.dhtml
北华大学,,吉林,1,1,0,https://t1.chei.com.cn/common/xh/10201.jpg,/sch/schoolInfo--schId-368066.dhtml
吉林师范大学,,吉林,1,1,0,https://t1.chei.com.cn/common/xh/10203.jpg,/sch/schoolInfo--schId-368058.dhtml
吉林工程技术师范学院,,吉林,1,1,0,https://t1.chei.com.cn/common/xh/10204.jpg,/sch/schoolInfo--schId-2807891311.dhtml
长春师范大学,,吉林,1,1,0,https://t1.chei.com.cn/common/xh/10205.jpg,/sch/schoolInfo--schId-677583.dhtml
吉林财经大学,,吉林,1,1,0,https://t1.chei.com.cn/common/xh/10207.jpg,/sch/schoolInfo--schId-368057.dhtml
吉林体育学院,,吉林,1,1,0,https://t1.chei.com.cn/common/xh/10208.jpg,/sch/schoolInfo--schId-677710.dhtml
吉林艺术学院,,吉林,1,1,0,https://t1.chei.com.cn/common/xh/10209.jpg,/sch/schoolInfo--schId-368075.dhtml
吉林外国语大学,,吉林,1,1,0,https://t1.chei.com.cn/common/xh/10964.jpg,/sch/schoolInfo--schId-302969307.dhtml
长春工程学院,,吉林,1,1,0,https://t1.chei.com.cn/common/xh/11437.jpg,/sch/schoolInfo--schId-302974482.dhtml
长春大学,,吉林,1,1,0,https://t1.chei.com.cn/common/xh/11726.jpg,/sch/schoolInfo--schId-688909852.dhtml
长春生物制品研究所,,吉林,1,1,0,https://t1.chei.com.cn/common/xh/84509.jpg,/sch/schoolInfo--schId-368071.dhtml
中共吉林省委党校(吉林省行政学院),,吉林,1,1,0,https://t1.chei.com.cn/common/xh/89622.jpg,/sch/schoolInfo--schId-368072.dhtml
空军航空大学,,吉林,1,1,0,https://t1.chei.com.cn/common/xh/91025.jpg,/sch/schoolInfo--schId-679653.dhtml
黑龙江大学,,黑龙江,1,1,0,https://t1.chei.com.cn/common/xh/10212.jpg,/sch/schoolInfo--schId-368090.dhtml
哈尔滨工业大学,,黑龙江,0,0,1,https://t1.chei.com.cn/common/xh/10213.jpg,/sch/schoolInfo--schId-368087.dhtml
哈尔滨理工大学,,黑龙江,1,1,0,https://t1.chei.com.cn/common/xh/10214.jpg,/sch/schoolInfo--schId-368079.dhtml
哈尔滨工程大学,,黑龙江,0,0,1,https://t1.chei.com.cn/common/xh/10217.jpg,/sch/schoolInfo--schId-368091.dhtml
黑龙江科技大学,,黑龙江,1,1,0,https://t1.chei.com.cn/common/xh/10219.jpg,/sch/schoolInfo--schId-368092.dhtml
东北石油大学,,黑龙江,1,1,0,https://t1.chei.com.cn/common/xh/10220.jpg,/sch/schoolInfo--schId-368093.dhtml
佳木斯大学,,黑龙江,1,1,0,https://t1.chei.com.cn/common/xh/10222.jpg,/sch/schoolInfo--schId-368095.dhtml
黑龙江八一农垦大学,,黑龙江,1,1,0,https://t1.chei.com.cn/common/xh/10223.jpg,/sch/schoolInfo--schId-368096.dhtml
东北农业大学,,黑龙江,1,1,1,https://t1.chei.com.cn/common/xh/10224.jpg,/sch/schoolInfo--schId-368098.dhtml
东北林业大学,,黑龙江,1,1,1,https://t1.chei.com.cn/common/xh/10225.jpg,/sch/schoolInfo--schId-368097.dhtml
哈尔滨医科大学,,黑龙江,1,1,0,https://t1.chei.com.cn/common/xh/10226.jpg,/sch/schoolInfo--schId-368089.dhtml
黑龙江中医药大学,,黑龙江,1,1,0,https://t1.chei.com.cn/common/xh/10228.jpg,/sch/schoolInfo--schId-368084.dhtml
牡丹江医学院,,黑龙江,1,1,0,https://t1.chei.com.cn/common/xh/10229.jpg,/sch/schoolInfo--schId-688908578.dhtml
哈尔滨师范大学,,黑龙江,1,1,0,https://t1.chei.com.cn/common/xh/10231.jpg,/sch/schoolInfo--schId-368077.dhtml
齐齐哈尔大学,,黑龙江,1,1,0,https://t1.chei.com.cn/common/xh/10232.jpg,/sch/schoolInfo--schId-368094.dhtml
牡丹江师范学院,,黑龙江,1,1,0,https://t1.chei.com.cn/common/xh/10233.jpg,/sch/schoolInfo--schId-677777.dhtml
哈尔滨商业大学,,黑龙江,1,1,0,https://t1.chei.com.cn/common/xh/10240.jpg,/sch/schoolInfo--schId-368078.dhtml
哈尔滨体育学院,,黑龙江,1,1,0,https://t1.chei.com.cn/common/xh/10242.jpg,/sch/schoolInfo--schId-677844.dhtml
齐齐哈尔医学院,,黑龙江,1,1,0,https://t1.chei.com.cn/common/xh/11230.jpg,/sch/schoolInfo--schId-2125721162.dhtml
黑龙江东方学院,,黑龙江,1,1,0,https://t1.chei.com.cn/common/xh/11446.jpg,/sch/schoolInfo--schId-302974683.dhtml
黑龙江工程学院,,黑龙江,1,1,0,https://t1.chei.com.cn/common/xh/11802.jpg,/sch/schoolInfo--schId-2807891734.dhtml
哈尔滨音乐学院,,黑龙江,1,1,0,https://t1.chei.com.cn/common/xh/14560.jpg,/sch/schoolInfo--schId-1864275487.dhtml
机械科学研究院哈尔滨焊接研究所,,黑龙江,1,1,0,https://t1.chei.com.cn/common/xh/82706.jpg,/sch/schoolInfo--schId-368080.dhtml
中国航空研究院(627所),,黑龙江,1,1,0,https://t1.chei.com.cn/common/xh/82928.jpg,/sch/schoolInfo--schId-368081.dhtml
中国地震局工程力学研究所,,黑龙江,1,1,0,https://t1.chei.com.cn/common/xh/85406.jpg,/sch/schoolInfo--schId-368085.dhtml
中国舰船研究院(哈尔滨船舶锅炉涡轮机研究所),,黑龙江,1,1,0,https://t1.chei.com.cn/common/xh/86209.jpg,/sch/schoolInfo--schId-368082.dhtml
黑龙江省中医药科学院,,黑龙江,1,1,0,https://t1.chei.com.cn/common/xh/87801.jpg,/sch/schoolInfo--schId-368088.dhtml
黑龙江省社会科学院,,黑龙江,1,1,0,https://t1.chei.com.cn/common/xh/87802.jpg,/sch/schoolInfo--schId-368086.dhtml
黑龙江省科学院,,黑龙江,1,1,0,https://t1.chei.com.cn/common/xh/87804.jpg,/sch/schoolInfo--schId-368083.dhtml
中共黑龙江省委党校,,黑龙江,1,1,0,https://t1.chei.com.cn/common/xh/89623.jpg,/sch/schoolInfo--schId-368076.dhtml
复旦大学,,上海,0,0,1,https://t1.chei.com.cn/common/xh/10246.jpg,/sch/schoolInfo--schId-368127.dhtml
同济大学,,上海,0,0,1,https://t1.chei.com.cn/common/xh/10247.jpg,/sch/schoolInfo--schId-368128.dhtml
上海交通大学,,上海,0,0,1,https://t1.chei.com.cn/common/xh/10248.jpg,/sch/schoolInfo--schId-368129.dhtml
华东理工大学,,上海,0,0,1,https://t1.chei.com.cn/common/xh/10251.jpg,/sch/schoolInfo--schId-368142.dhtml
上海理工大学,,上海,1,1,0,https://t1.chei.com.cn/common/xh/10252.jpg,/sch/schoolInfo--schId-368131.dhtml
上海海事大学,,上海,1,1,0,https://t1.chei.com.cn/common/xh/10254.jpg,/sch/schoolInfo--schId-368126.dhtml
东华大学,,上海,1,1,1,https://t1.chei.com.cn/common/xh/10255.jpg,/sch/schoolInfo--schId-368133.dhtml
上海电力大学,,上海,1,1,0,https://t1.chei.com.cn/common/xh/10256.jpg,/sch/schoolInfo--schId-677380.dhtml
上海应用技术大学,,上海,1,1,0,https://t1.chei.com.cn/common/xh/10259.jpg,/sch/schoolInfo--schId-368108.dhtml
上海海洋大学,,上海,1,1,1,https://t1.chei.com.cn/common/xh/10264.jpg,/sch/schoolInfo--schId-368134.dhtml
上海中医药大学,,上海,1,1,1,https://t1.chei.com.cn/common/xh/10268.jpg,/sch/schoolInfo--schId-368136.dhtml
华东师范大学,,上海,0,0,1,https://t1.chei.com.cn/common/xh/10269.jpg,/sch/schoolInfo--schId-368137.dhtml
上海师范大学,,上海,1,1,0,https://t1.chei.com.cn/common/xh/10270.jpg,/sch/schoolInfo--schId-368138.dhtml
上海外国语大学,,上海,1,1,1,https://t1.chei.com.cn/common/xh/10271.jpg,/sch/schoolInfo--schId-368139.dhtml
上海财经大学,,上海,1,1,1,https://t1.chei.com.cn/common/xh/10272.jpg,/sch/schoolInfo--schId-368143.dhtml
上海对外经贸大学,,上海,1,1,0,https://t1.chei.com.cn/common/xh/10273.jpg,/sch/schoolInfo--schId-368151.dhtml
上海海关学院,,上海,1,1,0,https://t1.chei.com.cn/common/xh/10274.jpg,/sch/schoolInfo--schId-499721196.dhtml
华东政法大学,,上海,1,1,0,https://t1.chei.com.cn/common/xh/10276.jpg,/sch/schoolInfo--schId-368150.dhtml
上海体育大学,,上海,1,1,1,https://t1.chei.com.cn/common/xh/10277.jpg,/sch/schoolInfo--schId-368149.dhtml
上海音乐学院,,上海,1,1,1,https://t1.chei.com.cn/common/xh/10278.jpg,/sch/schoolInfo--schId-368148.dhtml
上海戏剧学院,,上海,1,1,0,https://t1.chei.com.cn/common/xh/10279.jpg,/sch/schoolInfo--schId-368147.dhtml
上海大学,,上海,1,1,1,https://t1.chei.com.cn/common/xh/10280.jpg,/sch/schoolInfo--schId-368146.dhtml
上海工程技术大学,,上海,1,1,0,https://t1.chei.com.cn/common/xh/10856.jpg,/sch/schoolInfo--schId-677369.dhtml
上海立信会计金融学院,,上海,1,1,0,https://t1.chei.com.cn/common/xh/11047.jpg,/sch/schoolInfo--schId-302969621.dhtml
上海电机学院,,上海,1,1,0,https://t1.chei.com.cn/common/xh/11458.jpg,/sch/schoolInfo--schId-302974869.dhtml
上海政法学院,,上海,1,1,0,https://t1.chei.com.cn/common/xh/11835.jpg,/sch/schoolInfo--schId-230242352.dhtml
上海第二工业大学,,上海,1,1,0,https://t1.chei.com.cn/common/xh/12044.jpg,/sch/schoolInfo--schId-302981368.dhtml
上海商学院,,上海,1,1,0,https://t1.chei.com.cn/common/xh/12050.jpg,/sch/schoolInfo--schId-2807891793.dhtml
上海科技大学,,上海,1,1,1,https://t1.chei.com.cn/common/xh/14423.jpg,/sch/schoolInfo--schId-1725132009.dhtml
上海国家会计学院,,上海,1,1,0,https://t1.chei.com.cn/common/xh/80402.jpg,/sch/schoolInfo--schId-219711506.dhtml
上海材料研究所,,上海,1,1,0,https://t1.chei.com.cn/common/xh/82707.jpg,/sch/schoolInfo--schId-368107.dhtml
上海发电设备成套设计研究院,,上海,1,1,0,https://t1.chei.com.cn/common/xh/82717.jpg,/sch/schoolInfo--schId-368106.dhtml
上海核工程研究设计院,,上海,1,1,0,https://t1.chei.com.cn/common/xh/82805.jpg,/sch/schoolInfo--schId-368104.dhtml
中国航空研究院(640所),,上海,1,1,0,https://t1.chei.com.cn/common/xh/82937.jpg,/sch/schoolInfo--schId-368103.dhtml
上海航天技术研究院,,上海,1,1,0,https://t1.chei.com.cn/common/xh/83285.jpg,/sch/schoolInfo--schId-368101.dhtml
上海化工研究院,,上海,1,1,0,https://t1.chei.com.cn/common/xh/83502.jpg,/sch/schoolInfo--schId-368099.dhtml
上海船舶运输科学研究所,,上海,1,1,0,https://t1.chei.com.cn/common/xh/83901.jpg,/sch/schoolInfo--schId-368112.dhtml
电信科学技术第一研究所,,上海,1,1,0,https://t1.chei.com.cn/common/xh/84002.jpg,/sch/schoolInfo--schId-368113.dhtml
上海生物制品研究所,,上海,1,1,0,https://t1.chei.com.cn/common/xh/84505.jpg,/sch/schoolInfo--schId-368114.dhtml
中国医药工业研究总院,,上海,1,1,0,https://t1.chei.com.cn/common/xh/85901.jpg,/sch/schoolInfo--schId-368115.dhtml
中国舰船研究院(中国船舶及海洋工程设计研究院),,上海,1,1,0,https://t1.chei.com.cn/common/xh/86206.jpg,/sch/schoolInfo--schId-368116.dhtml
中国舰船研究院(上海船舶设备研究所),,上海,1,1,0,https://t1.chei.com.cn/common/xh/86207.jpg,/sch/schoolInfo--schId-368125.dhtml
中国舰船研究院(上海船用柴油机研究所),,上海,1,1,0,https://t1.chei.com.cn/common/xh/86208.jpg,/sch/schoolInfo--schId-368118.dhtml
中国舰船研究院(上海船舶电子设备研究所),,上海,1,1,0,https://t1.chei.com.cn/common/xh/86219.jpg,/sch/schoolInfo--schId-368110.dhtml
上海国际问题研究院,,上海,1,1,0,https://t1.chei.com.cn/common/xh/87902.jpg,/sch/schoolInfo--schId-368120.dhtml
上海社会科学院,,上海,1,1,0,https://t1.chei.com.cn/common/xh/87903.jpg,/sch/schoolInfo--schId-368121.dhtml
中共上海市委党校,,上海,1,1,0,https://t1.chei.com.cn/common/xh/89631.jpg,/sch/schoolInfo--schId-368122.dhtml
海军军医大学,,上海,0,0,1,https://t1.chei.com.cn/common/xh/91020.jpg,/sch/schoolInfo--schId-368117.dhtml
南京大学,,江苏,0,0,1,https://t1.chei.com.cn/common/xh/10284.jpg,/sch/schoolInfo--schId-368194.dhtml
苏州大学,,江苏,1,1,1,https://t1.chei.com.cn/common/xh/10285.jpg,/sch/schoolInfo--schId-368179.dhtml
东南大学,,江苏,0,0,1,https://t1.chei.com.cn/common/xh/10286.jpg,/sch/schoolInfo--schId-368180.dhtml
南京航空航天大学,,江苏,0,0,1,https://t1.chei.com.cn/common/xh/10287.jpg,/sch/schoolInfo--schId-368181.dhtml
南京理工大学,,江苏,0,0,1,https://t1.chei.com.cn/common/xh/10288.jpg,/sch/schoolInfo--schId-368182.dhtml
江苏科技大学,,江苏,1,1,0,https://t1.chei.com.cn/common/xh/10289.jpg,/sch/schoolInfo--schId-368183.dhtml
中国矿业大学,,江苏,0,0,1,https://t1.chei.com.cn/common/xh/10290.jpg,/sch/schoolInfo--schId-368184.dhtml
南京工业大学,,江苏,1,1,0,https://t1.chei.com.cn/common/xh/10291.jpg,/sch/schoolInfo--schId-368185.dhtml
常州大学,,江苏,1,1,0,https://t1.chei.com.cn/common/xh/10292.jpg,/sch/schoolInfo--schId-368186.dhtml
南京邮电大学,,江苏,1,1,1,https://t1.chei.com.cn/common/xh/10293.jpg,/sch/schoolInfo--schId-368188.dhtml
河海大学,,江苏,0,0,1,https://t1.chei.com.cn/common/xh/10294.jpg,/sch/schoolInfo--schId-368177.dhtml
江南大学,,江苏,1,1,1,https://t1.chei.com.cn/common/xh/10295.jpg,/sch/schoolInfo--schId-368189.dhtml
南京林业大学,,江苏,1,1,1,https://t1.chei.com.cn/common/xh/10298.jpg,/sch/schoolInfo--schId-368201.dhtml
江苏大学,,江苏,1,1,0,https://t1.chei.com.cn/common/xh/10299.jpg,/sch/schoolInfo--schId-368200.dhtml
南京信息工程大学,,江苏,1,1,1,https://t1.chei.com.cn/common/xh/10300.jpg,/sch/schoolInfo--schId-368199.dhtml
南通大学,,江苏,1,1,0,https://t1.chei.com.cn/common/xh/10304.jpg,/sch/schoolInfo--schId-368197.dhtml
盐城工学院,,江苏,1,1,0,https://t1.chei.com.cn/common/xh/10305.jpg,/sch/schoolInfo--schId-2124779846.dhtml
南京农业大学,,江苏,0,0,1,https://t1.chei.com.cn/common/xh/10307.jpg,/sch/schoolInfo--schId-368198.dhtml
南京医科大学,,江苏,1,1,1,https://t1.chei.com.cn/common/xh/10312.jpg,/sch/schoolInfo--schId-368196.dhtml
徐州医科大学,,江苏,1,1,0,https://t1.chei.com.cn/common/xh/10313.jpg,/sch/schoolInfo--schId-368195.dhtml
南京中医药大学,,江苏,1,1,1,https://t1.chei.com.cn/common/xh/10315.jpg,/sch/schoolInfo--schId-368190.dhtml
中国药科大学,,江苏,1,1,1,https://t1.chei.com.cn/common/xh/10316.jpg,/sch/schoolInfo--schId-368193.dhtml
南京师范大学,,江苏,1,1,1,https://t1.chei.com.cn/common/xh/10319.jpg,/sch/schoolInfo--schId-368202.dhtml
江苏师范大学,,江苏,1,1,0,https://t1.chei.com.cn/common/xh/10320.jpg,/sch/schoolInfo--schId-368192.dhtml
淮阴师范学院,,江苏,1,1,0,https://t1.chei.com.cn/common/xh/10323.jpg,/sch/schoolInfo--schId-2807891429.dhtml
南京财经大学,,江苏,1,1,0,https://t1.chei.com.cn/common/xh/10327.jpg,/sch/schoolInfo--schId-368191.dhtml
江苏警官学院,,江苏,1,1,0,https://t1.chei.com.cn/common/xh/10329.jpg,/sch/schoolInfo--schId-2807891488.dhtml
南京体育学院,,江苏,1,1,0,https://t1.chei.com.cn/common/xh/10330.jpg,/sch/schoolInfo--schId-368178.dhtml
南京艺术学院,,江苏,1,1,0,https://t1.chei.com.cn/common/xh/10331.jpg,/sch/schoolInfo--schId-368167.dhtml
苏州科技大学,,江苏,1,1,0,https://t1.chei.com.cn/common/xh/10332.jpg,/sch/schoolInfo--schId-368152.dhtml
淮阴工学院,,江苏,1,1,0,https://t1.chei.com.cn/common/xh/11049.jpg,/sch/schoolInfo--schId-302969868.dhtml
